ID,Road,Latitude,Longitude,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100
I170,A5,39.8883803,-5.4873303,0,3,0,1,0,1,0,3,1,2,2,2,2,0,1,1,0,0,2,2,2,3,1,0,1,3,2,0,1,1,3,0,0,0,2,0,1,1,2,3,1,1,3,3,3,3,2,2,3,0,2,1,3,3,2,0,0,2,1,3,1,3,0,3,2,3,2,0,0,0,1,2,3,2,0,3,2,3,3,1,0,1,1,2,0,2,3,0,2,1,3,1,2,2,0,0,2,1,1,0
I171,A5,39.8634817,-5.6054977,0,3,3,2,3,1,0,1,0,2,3,1,3,0,2,0,0,0,0,3,1,3,2,2,3,3,1,0,0,2,1,0,3,0,3,1,1,3,0,0,3,3,3,2,3,0,3,0,0,2,1,2,3,3,2,3,1,0,3,3,2,2,2,2,3,3,1,2,0,3,2,2,0,0,1,1,0,1,3,2,0,1,0,0,3,3,1,1,2,0,0,1,2,0,2,1,0,1,2,0
I172,A5,39.6995216,-5.6916931,3,0,2,3,3,3,2,0,3,1,2,1,2,3,3,1,1,2,1,0,1,3,1,1,0,0,3,0,2,3,1,3,2,1,1,1,0,0,1,2,1,2,3,1,2,2,0,0,2,2,2,1,3,1,0,2,3,1,0,3,1,3,1,2,0,0,1,0,2,0,2,3,1,0,3,0,3,2,1,3,1,2,1,2,0,0,3,1,3,1,3,2,1,0,1,1,1,3,2,0
I173,A5,39.5858253,-5.8347729,0,0,3,2,3,1,1,3,1,1,2,1,2,0,2,2,1,1,2,1,0,2,1,1,2,2,0,3,3,3,2,3,2,3,0,2,0,1,0,1,1,0,2,0,1,3,1,0,2,3,1,0,3,1,0,0,0,1,3,2,1,3,2,1,2,1,1,2,2,2,3,1,0,1,3,1,1,3,3,1,2,0,0,0,1,3,1,2,2,3,0,1,1,1,1,1,2,1,3,1
I174,A5,39.124783,-5.9596765,1,3,3,1,0,1,1,1,3,1,0,0,3,2,0,3,1,3,0,1,0,0,0,2,2,0,3,3,0,0,2,2,2,0,1,3,1,3,2,2,2,2,2,2,2,3,3,3,3,3,3,0,0,1,0,0,0,1,2,3,1,3,0,3,2,0,3,3,1,2,3,2,0,3,0,1,3,2,0,2,0,0,3,2,0,2,2,3,3,2,0,0,1,1,1,2,2,0,2,1
I175,A5,39.035969,-6.067673,3,1,3,0,0,0,0,3,3,3,1,3,2,3,0,2,1,2,3,0,1,2,1,2,0,0,0,1,2,2,2,1,3,1,2,2,1,2,3,0,3,3,3,0,1,3,0,0,0,3,3,3,1,2,2,3,2,1,1,0,2,0,2,2,1,0,1,2,2,0,1,2,3,0,3,3,1,3,2,0,3,1,2,1,2,2,3,0,1,2,2,1,0,1,3,3,0,0,3,3
I176,A5,39.0055614,-6.0906756,0,3,3,1,1,0,1,1,1,3,1,0,3,1,0,3,2,1,3,3,1,2,1,1,3,3,2,0,0,1,3,0,3,2,1,3,1,1,2,2,3,0,0,3,3,0,2,1,2,3,3,2,2,0,1,1,2,0,1,1,1,1,1,3,2,3,2,1,0,0,1,2,3,3,1,1,0,0,3,3,2,2,1,3,2,0,3,1,3,1,0,3,0,1,1,0,3,1,1,0
I177,A5,38.9894614,-6.1247908,1,0,2,0,2,1,0,2,2,2,1,1,2,3,3,3,2,3,1,3,1,3,2,1,2,1,2,0,1,3,2,2,3,0,1,2,0,1,1,0,1,1,2,0,1,2,2,3,0,2,1,1,0,2,1,3,2,1,2,0,1,3,0,3,3,2,1,0,1,3,0,0,2,0,0,1,2,2,0,0,2,2,0,3,0,2,1,0,0,1,0,3,2,1,0,0,3,2,3,3
I178,A5,38.9504069,-6.2195263,1,1,3,0,2,2,3,0,0,0,3,2,3,3,3,2,2,1,0,3,1,2,3,1,2,1,3,0,1,1,1,2,0,1,0,1,3,3,0,1,3,0,2,2,3,3,2,3,3,1,0,1,0,3,2,0,0,2,2,0,0,0,2,1,2,3,2,1,3,1,2,3,1,3,0,1,2,1,0,0,3,1,2,2,1,1,3,0,0,3,3,1,0,2,0,1,2,1,0,2
I179,A5,38.943281,-6.3430796,1,2,1,2,3,1,1,2,0,3,2,3,1,3,3,0,3,3,1,1,3,2,2,2,0,2,2,0,3,1,2,2,1,3,2,2,3,2,2,1,2,1,3,2,1,3,3,1,3,1,2,0,3,2,2,0,3,0,3,3,0,3,0,2,3,2,2,1,1,2,3,1,2,0,3,2,1,3,1,1,2,3,0,2,0,3,2,3,2,3,2,0,0,2,0,2,1,1,1,2
I180,A5,38.9326158,-6.3665972,0,0,3,1,1,0,0,1,2,1,0,2,3,1,0,0,1,1,1,2,3,3,0,2,2,2,2,0,2,0,2,1,3,2,2,1,3,2,3,3,2,1,0,0,3,1,2,0,2,0,3,2,0,0,2,0,3,1,3,3,1,3,3,1,1,3,1,2,3,2,0,3,0,1,0,0,3,2,3,0,1,3,3,0,1,2,3,2,0,0,0,2,3,2,3,0,0,2,0,0
I181,A5,38.9086245,-6.3816359,1,2,3,3,0,0,3,2,3,1,0,0,1,2,2,3,1,3,0,1,3,0,2,1,3,2,0,3,3,0,1,1,0,1,2,3,2,0,1,0,2,2,2,3,0,2,1,1,2,1,2,2,1,2,2,0,3,0,1,2,2,0,3,2,1,2,3,1,2,0,2,2,1,2,0,0,3,2,3,3,1,1,3,0,2,3,1,0,2,1,2,2,3,1,3,3,3,1,0,0
I182,A5,38.8687736,-6.4960436,2,2,1,0,0,1,0,3,2,2,0,1,1,1,3,1,1,0,3,1,3,0,0,1,1,2,0,3,1,2,0,0,3,1,3,3,2,1,3,0,3,0,0,0,0,1,2,0,0,0,2,0,2,2,1,1,1,1,0,2,3,0,2,3,3,0,3,0,0,2,2,0,2,2,0,3,1,0,2,1,1,0,2,3,2,0,0,0,0,3,0,3,2,0,0,2,3,1,3,2
I183,A5,38.8681388,-6.8381218,1,1,2,1,0,1,1,0,3,1,2,3,2,0,2,2,0,1,0,0,1,3,2,0,0,3,0,1,1,0,3,1,2,3,3,0,3,2,0,0,0,3,3,1,3,2,0,2,2,1,1,3,0,3,1,2,0,2,3,3,3,2,2,2,1,1,2,1,3,3,2,2,2,2,2,1,2,2,0,0,2,2,1,3,2,3,3,0,0,0,0,2,2,1,3,0,3,1,0,1
I184,A5,38.8621575,-6.751068,1,2,2,1,0,0,0,3,1,2,1,1,3,0,1,0,3,1,0,1,3,1,0,3,3,1,0,3,3,1,1,3,1,2,2,1,1,0,2,1,0,1,0,3,3,2,2,3,2,1,2,1,0,3,3,0,2,1,0,1,1,1,3,0,0,0,1,3,3,1,0,3,0,1,1,0,0,1,1,2,0,0,1,1,2,1,2,3,2,1,3,0,3,2,2,1,0,1,3,0
I185,A5,38.8440769,-6.674507,1,3,3,3,2,3,3,3,1,2,3,3,3,1,0,0,0,2,1,0,1,1,2,3,1,0,0,2,0,3,0,1,1,0,0,1,3,3,3,2,3,3,2,0,2,3,1,1,3,2,0,1,0,0,1,3,0,2,3,2,2,1,1,3,2,1,2,2,0,1,1,0,3,0,0,0,1,1,2,2,1,2,3,3,1,0,0,1,1,2,0,3,0,1,2,1,3,1,3,0
I186,A5,38.906562,-6.9361066,1,2,1,2,1,0,1,3,1,2,3,1,1,0,1,3,3,2,3,3,3,2,1,0,2,1,0,0,3,2,3,1,1,3,0,2,2,2,3,1,0,0,3,3,3,3,1,2,1,3,1,0,2,2,1,3,0,2,2,1,1,3,1,1,0,0,0,1,1,1,0,1,3,2,0,2,1,0,1,3,2,3,0,3,2,2,1,2,2,0,1,3,1,3,0,2,0,2,0,2
I187,A5,38.9085824,-6.9950937,0,2,3,0,3,0,0,1,2,0,3,2,0,2,2,0,0,3,0,0,3,3,3,1,2,1,1,0,0,0,2,1,2,3,1,1,0,3,3,0,2,0,1,2,1,1,0,3,0,2,2,2,3,0,1,3,0,2,3,0,1,0,2,2,1,1,0,3,0,1,2,1,2,2,0,3,2,1,1,0,0,1,1,0,3,2,3,2,1,3,2,3,0,3,2,0,0,1,2,0
